onset	duration	sample	value	stage_name
235.82	156.664	471640	stage	open_loop_task
404.336	10.02	808672	stage	hold_neutral_wrist_angle
421.372	14.268	842744	stage	clockwise_wrist_circles
435.64	24.488	871280	stage	counterclockwise_wrist_circles
460.128	15.576	920256	stage	flexions_and_extensions
475.704	20.452	951408	stage	ulnar_and_radial_deviations
572.504	17.908	1145008	stage	cursor_to_target_task_horizontal_low_gain_screen_1
590.42	17.1	1180840	stage	cursor_to_target_task_horizontal_low_gain_screen_2
607.52	16.088	1215040	stage	cursor_to_target_task_horizontal_low_gain_screen_3
623.608	15.308	1247216	stage	cursor_to_target_task_horizontal_low_gain_screen_4
638.92	15.672	1277840	stage	cursor_to_target_task_horizontal_low_gain_screen_5
665.932	16.932	1331864	stage	cursor_to_target_task_horizontal_high_gain_screen_1
682.864	16.848	1365728	stage	cursor_to_target_task_horizontal_high_gain_screen_2
699.712	15.468	1399424	stage	cursor_to_target_task_horizontal_high_gain_screen_3
715.18	17.816	1430360	stage	cursor_to_target_task_horizontal_high_gain_screen_4
733.004	13.876	1466008	stage	cursor_to_target_task_horizontal_high_gain_screen_5
810.324	15.056	1620648	stage	cursor_to_target_task_vertical_low_gain_screen_1
825.384	13.844	1650768	stage	cursor_to_target_task_vertical_low_gain_screen_2
839.232	14.74	1678464	stage	cursor_to_target_task_vertical_low_gain_screen_3
853.972	15.512	1707944	stage	cursor_to_target_task_vertical_low_gain_screen_4
869.484	14.752	1738968	stage	cursor_to_target_task_vertical_low_gain_screen_5
893.552	18.188	1787104	stage	cursor_to_target_task_vertical_high_gain_screen_1
911.744	15.212	1823488	stage	cursor_to_target_task_vertical_high_gain_screen_2
926.956	15.684	1853912	stage	cursor_to_target_task_vertical_high_gain_screen_3
942.648	17.112	1885296	stage	cursor_to_target_task_vertical_high_gain_screen_4
959.76	16.7	1919520	stage	cursor_to_target_task_vertical_high_gain_screen_5
1002.668	46.176	2005336	stage	cursor_to_target_task_two_d_low_gain_screen_1
1048.852	44.368	2097704	stage	cursor_to_target_task_two_d_low_gain_screen_2
1101.816	40.9	2203632	stage	cursor_to_target_task_two_d_high_gain_screen_1
1142.72	37.116	2285440	stage	cursor_to_target_task_two_d_high_gain_screen_2
1203.4	60.18	2406800	stage	smooth_pursuit_task_low_gain_1
1278.62	60.116	2557240	stage	smooth_pursuit_task_low_gain_2
1350.68	60.132	2701360	stage	smooth_pursuit_task_high_gain_1
1425.864	60.152	2851728	stage	smooth_pursuit_task_high_gain_2
