onset	duration	sample	value	stage_name
25.442	17.973	50884	stage	open_loop_task
44.3085	1.1655	88617	stage	hold_neutral_wrist_angle
45.787	1.6755	91574	stage	clockwise_wrist_circles
47.4625	1.27	94925	stage	counterclockwise_wrist_circles
48.733	1.279	97466	stage	flexions_and_extensions
50.012	1.2975	100024	stage	ulnar_and_radial_deviations
59.146	1.608	118292	stage	cursor_to_target_task_horizontal_low_gain_screen_1
60.754	1.5685	121508	stage	cursor_to_target_task_horizontal_low_gain_screen_2
62.323	1.8225	124646	stage	cursor_to_target_task_horizontal_low_gain_screen_3
64.146	1.781	128292	stage	cursor_to_target_task_horizontal_low_gain_screen_4
65.927	1.5885	131854	stage	cursor_to_target_task_horizontal_low_gain_screen_5
68.2135	1.637	136427	stage	cursor_to_target_task_horizontal_high_gain_screen_1
69.851	1.879	139702	stage	cursor_to_target_task_horizontal_high_gain_screen_2
71.73	1.806	143460	stage	cursor_to_target_task_horizontal_high_gain_screen_3
73.536	2.265	147072	stage	cursor_to_target_task_horizontal_high_gain_screen_4
75.801	1.813	151602	stage	cursor_to_target_task_horizontal_high_gain_screen_5
79.046	4.186	158092	stage	cursor_to_target_task_vertical_low_gain_screen_1
83.232	3.7715	166464	stage	cursor_to_target_task_vertical_low_gain_screen_2
87.0035	2.2155	174007	stage	cursor_to_target_task_vertical_low_gain_screen_3
89.219	3.026	178438	stage	cursor_to_target_task_vertical_low_gain_screen_4
92.245	2.23	184490	stage	cursor_to_target_task_vertical_low_gain_screen_5
95.1445	1.834	190289	stage	cursor_to_target_task_vertical_high_gain_screen_1
96.9785	2.2735	193957	stage	cursor_to_target_task_vertical_high_gain_screen_2
99.2525	2.079	198505	stage	cursor_to_target_task_vertical_high_gain_screen_3
101.332	2.144	202664	stage	cursor_to_target_task_vertical_high_gain_screen_4
103.4765	2.1025	206953	stage	cursor_to_target_task_vertical_high_gain_screen_5
110.8995	10.3895	221799	stage	cursor_to_target_task_two_d_low_gain_screen_1
121.289	9.3295	242578	stage	cursor_to_target_task_two_d_low_gain_screen_2
131.3495	8.674	262699	stage	cursor_to_target_task_two_d_high_gain_screen_1
140.024	8.3065	280048	stage	cursor_to_target_task_two_d_high_gain_screen_2
149.9185	6.9825	299837	stage	smooth_pursuit_task_low_gain_1
158.64	6.9695	317280	stage	smooth_pursuit_task_low_gain_2
166.32	6.9645	332640	stage	smooth_pursuit_task_high_gain_1
175.0275	6.9855	350055	stage	smooth_pursuit_task_high_gain_2
