onset	duration	sample	value	stage_name
214.284	162.168	428568	stage	open_loop_task
389.568	10.024	779136	stage	hold_neutral_wrist_angle
404.344	13.088	808688	stage	clockwise_wrist_circles
417.432	15.352	834864	stage	counterclockwise_wrist_circles
432.788	18.668	865576	stage	flexions_and_extensions
451.46	14.956	902920	stage	ulnar_and_radial_deviations
562.916	17.904	1125832	stage	cursor_to_target_task_horizontal_low_gain_screen_1
580.82	15.42	1161640	stage	cursor_to_target_task_horizontal_low_gain_screen_2
596.24	13.184	1192480	stage	cursor_to_target_task_horizontal_low_gain_screen_3
609.428	15.044	1218856	stage	cursor_to_target_task_horizontal_low_gain_screen_4
624.476	14.348	1248952	stage	cursor_to_target_task_horizontal_low_gain_screen_5
648.832	16.024	1297664	stage	cursor_to_target_task_horizontal_high_gain_screen_1
664.856	12.196	1329712	stage	cursor_to_target_task_horizontal_high_gain_screen_2
677.052	13.112	1354104	stage	cursor_to_target_task_horizontal_high_gain_screen_3
690.164	14.036	1380328	stage	cursor_to_target_task_horizontal_high_gain_screen_4
704.2	15.476	1408400	stage	cursor_to_target_task_horizontal_high_gain_screen_5
756.608	18.02	1513216	stage	cursor_to_target_task_vertical_low_gain_screen_1
774.636	17.332	1549272	stage	cursor_to_target_task_vertical_low_gain_screen_2
791.972	15.508	1583944	stage	cursor_to_target_task_vertical_low_gain_screen_3
807.48	13.14	1614960	stage	cursor_to_target_task_vertical_low_gain_screen_4
820.624	13.812	1641248	stage	cursor_to_target_task_vertical_low_gain_screen_5
840.484	17.956	1680968	stage	cursor_to_target_task_vertical_high_gain_screen_1
858.44	17.416	1716880	stage	cursor_to_target_task_vertical_high_gain_screen_2
875.86	14.616	1751720	stage	cursor_to_target_task_vertical_high_gain_screen_3
890.476	17.052	1780952	stage	cursor_to_target_task_vertical_high_gain_screen_4
907.528	17.628	1815056	stage	cursor_to_target_task_vertical_high_gain_screen_5
965.176	43.004	1930352	stage	cursor_to_target_task_two_d_low_gain_screen_1
1008.18	40.42	2016360	stage	cursor_to_target_task_two_d_low_gain_screen_2
1055.928	36.556	2111856	stage	cursor_to_target_task_two_d_high_gain_screen_1
1092.484	30.004	2184968	stage	cursor_to_target_task_two_d_high_gain_screen_2
1153.216	60.108	2306432	stage	smooth_pursuit_task_low_gain_1
1228.356	60.104	2456712	stage	smooth_pursuit_task_low_gain_2
1298.948	60.052	2597896	stage	smooth_pursuit_task_high_gain_1
1374.04	60.092	2748080	stage	smooth_pursuit_task_high_gain_2
