onset	duration	sample	value	stage_name
25.502	18.643	51004	stage	open_loop_task
45.621	1.1615	91242	stage	hold_neutral_wrist_angle
47.2475	1.249	94495	stage	clockwise_wrist_circles
48.4965	1.3805	96993	stage	counterclockwise_wrist_circles
49.877	1.4435	99754	stage	flexions_and_extensions
51.3205	2.627	102641	stage	ulnar_and_radial_deviations
63.275	2.2335	126550	stage	cursor_to_target_task_horizontal_low_gain_screen_1
65.5085	1.957	131017	stage	cursor_to_target_task_horizontal_low_gain_screen_2
67.466	1.9795	134932	stage	cursor_to_target_task_horizontal_low_gain_screen_3
69.4455	1.905	138891	stage	cursor_to_target_task_horizontal_low_gain_screen_4
71.3505	2.064	142701	stage	cursor_to_target_task_horizontal_low_gain_screen_5
74.249	2.539	148498	stage	cursor_to_target_task_horizontal_high_gain_screen_1
76.7885	2.2955	153577	stage	cursor_to_target_task_horizontal_high_gain_screen_2
79.0845	2.075	158169	stage	cursor_to_target_task_horizontal_high_gain_screen_3
81.16	2.295	162320	stage	cursor_to_target_task_horizontal_high_gain_screen_4
83.4555	2.0535	166911	stage	cursor_to_target_task_horizontal_high_gain_screen_5
94.23	2.889	188460	stage	cursor_to_target_task_vertical_low_gain_screen_1
97.1195	2.829	194239	stage	cursor_to_target_task_vertical_low_gain_screen_2
99.949	3.7375	199898	stage	cursor_to_target_task_vertical_low_gain_screen_3
103.6865	2.5675	207373	stage	cursor_to_target_task_vertical_low_gain_screen_4
106.254	2.5025	212508	stage	cursor_to_target_task_vertical_low_gain_screen_5
109.8185	2.903	219637	stage	cursor_to_target_task_vertical_high_gain_screen_1
112.7215	2.5085	225443	stage	cursor_to_target_task_vertical_high_gain_screen_2
115.2305	2.5755	230461	stage	cursor_to_target_task_vertical_high_gain_screen_3
117.806	3.147	235612	stage	cursor_to_target_task_vertical_high_gain_screen_4
120.9535	2.772	241907	stage	cursor_to_target_task_vertical_high_gain_screen_5
136.441	9.179	272882	stage	cursor_to_target_task_two_d_low_gain_screen_1
145.6205	6.772	291241	stage	cursor_to_target_task_two_d_low_gain_screen_2
153.416	6.2735	306832	stage	cursor_to_target_task_two_d_high_gain_screen_1
159.6895	6.535	319379	stage	cursor_to_target_task_two_d_high_gain_screen_2
173.3345	6.955	346669	stage	smooth_pursuit_task_low_gain_1
182.033	6.949	364066	stage	smooth_pursuit_task_low_gain_2
189.6455	6.9655	379291	stage	smooth_pursuit_task_high_gain_1
198.3515	6.9575	396703	stage	smooth_pursuit_task_high_gain_2
