onset	duration	sample	value	stage_name
118.224	156.672	236448	stage	open_loop_task
282.308	10.016	564616	stage	hold_neutral_wrist_angle
295.192	10.952	590384	stage	clockwise_wrist_circles
306.144	11.552	612288	stage	counterclockwise_wrist_circles
317.7	11.144	635400	stage	flexions_and_extensions
328.844	17.768	657688	stage	ulnar_and_radial_deviations
365.172	16.668	730344	stage	cursor_to_target_task_horizontal_low_gain_screen_1
381.84	13.76	763680	stage	cursor_to_target_task_horizontal_low_gain_screen_2
395.604	13.564	791208	stage	cursor_to_target_task_horizontal_low_gain_screen_3
409.172	14.904	818344	stage	cursor_to_target_task_horizontal_low_gain_screen_4
424.08	14.816	848160	stage	cursor_to_target_task_horizontal_low_gain_screen_5
444.864	19.404	889728	stage	cursor_to_target_task_horizontal_high_gain_screen_1
464.268	16.64	928536	stage	cursor_to_target_task_horizontal_high_gain_screen_2
480.912	16.396	961824	stage	cursor_to_target_task_horizontal_high_gain_screen_3
497.308	16.704	994616	stage	cursor_to_target_task_horizontal_high_gain_screen_4
514.012	17.18	1028024	stage	cursor_to_target_task_horizontal_high_gain_screen_5
540.804	22.004	1081608	stage	cursor_to_target_task_vertical_low_gain_screen_1
562.812	19.376	1125624	stage	cursor_to_target_task_vertical_low_gain_screen_2
582.188	17.692	1164376	stage	cursor_to_target_task_vertical_low_gain_screen_3
599.88	18.884	1199760	stage	cursor_to_target_task_vertical_low_gain_screen_4
618.764	16.332	1237528	stage	cursor_to_target_task_vertical_low_gain_screen_5
641.404	18.612	1282808	stage	cursor_to_target_task_vertical_high_gain_screen_1
660.016	17.32	1320032	stage	cursor_to_target_task_vertical_high_gain_screen_2
677.336	17.864	1354672	stage	cursor_to_target_task_vertical_high_gain_screen_3
695.204	15.264	1390408	stage	cursor_to_target_task_vertical_high_gain_screen_4
710.472	18.164	1420944	stage	cursor_to_target_task_vertical_high_gain_screen_5
758.6	52.856	1517200	stage	cursor_to_target_task_two_d_low_gain_screen_1
811.456	46.024	1622912	stage	cursor_to_target_task_two_d_low_gain_screen_2
863.416	45.028	1726832	stage	cursor_to_target_task_two_d_high_gain_screen_1
908.448	48.768	1816896	stage	cursor_to_target_task_two_d_high_gain_screen_2
969.424	60.568	1938848	stage	smooth_pursuit_task_low_gain_1
1045.044	60.1	2090088	stage	smooth_pursuit_task_low_gain_2
1112.984	60.108	2225968	stage	smooth_pursuit_task_high_gain_1
1188.136	60.148	2376272	stage	smooth_pursuit_task_high_gain_2
