onset	duration	sample	value	stage_name
13.0855	17.9555	26171	stage	open_loop_task
31.764	1.159	63528	stage	hold_neutral_wrist_angle
33.213	1.2715	66426	stage	clockwise_wrist_circles
34.485	1.274	68970	stage	counterclockwise_wrist_circles
35.7595	1.28	71519	stage	flexions_and_extensions
37.04	1.492	74080	stage	ulnar_and_radial_deviations
40.4425	1.636	80885	stage	cursor_to_target_task_horizontal_low_gain_screen_1
42.0785	2.253	84157	stage	cursor_to_target_task_horizontal_low_gain_screen_2
44.332	1.963	88664	stage	cursor_to_target_task_horizontal_low_gain_screen_3
46.295	1.759	92590	stage	cursor_to_target_task_horizontal_low_gain_screen_4
48.054	1.5895	96108	stage	cursor_to_target_task_horizontal_low_gain_screen_5
50.3405	2.1175	100681	stage	cursor_to_target_task_horizontal_high_gain_screen_1
52.458	1.9095	104916	stage	cursor_to_target_task_horizontal_high_gain_screen_2
54.3675	2.6955	108735	stage	cursor_to_target_task_horizontal_high_gain_screen_3
57.063	2.3895	114126	stage	cursor_to_target_task_horizontal_high_gain_screen_4
59.4525	2.1675	118905	stage	cursor_to_target_task_horizontal_high_gain_screen_5
62.888	2.0905	125776	stage	cursor_to_target_task_vertical_low_gain_screen_1
64.9785	1.8315	129957	stage	cursor_to_target_task_vertical_low_gain_screen_2
66.81	1.7135	133620	stage	cursor_to_target_task_vertical_low_gain_screen_3
68.524	2.016	137048	stage	cursor_to_target_task_vertical_low_gain_screen_4
70.54	1.6365	141080	stage	cursor_to_target_task_vertical_low_gain_screen_5
72.8635	1.8955	145727	stage	cursor_to_target_task_vertical_high_gain_screen_1
74.7595	1.7835	149519	stage	cursor_to_target_task_vertical_high_gain_screen_2
76.5435	1.568	153087	stage	cursor_to_target_task_vertical_high_gain_screen_3
78.112	1.599	156224	stage	cursor_to_target_task_vertical_high_gain_screen_4
79.7115	1.984	159423	stage	cursor_to_target_task_vertical_high_gain_screen_5
83.642	5.5325	167284	stage	cursor_to_target_task_two_d_low_gain_screen_1
89.1745	5.564	178349	stage	cursor_to_target_task_two_d_low_gain_screen_2
95.4365	4.0905	190873	stage	cursor_to_target_task_two_d_high_gain_screen_1
99.5275	4.733	199055	stage	cursor_to_target_task_two_d_high_gain_screen_2
105.611	6.946	211222	stage	smooth_pursuit_task_low_gain_1
114.2955	6.949	228591	stage	smooth_pursuit_task_low_gain_2
121.948	6.9405	243896	stage	smooth_pursuit_task_high_gain_1
130.634	6.955	261268	stage	smooth_pursuit_task_high_gain_2
