onset	duration	sample	value	stage_name
33.5515	18.799	67103	stage	open_loop_task
54.033	1.1645	108066	stage	hold_neutral_wrist_angle
55.84	2.439	111680	stage	clockwise_wrist_circles
58.279	1.635	116558	stage	counterclockwise_wrist_circles
59.914	2.5505	119828	stage	flexions_and_extensions
62.465	4.059	124930	stage	ulnar_and_radial_deviations
78.469	2.494	156938	stage	cursor_to_target_task_horizontal_low_gain_screen_1
80.9635	2.3785	161927	stage	cursor_to_target_task_horizontal_low_gain_screen_2
83.342	2.0595	166684	stage	cursor_to_target_task_horizontal_low_gain_screen_3
85.4015	1.884	170803	stage	cursor_to_target_task_horizontal_low_gain_screen_4
87.2855	2.1845	174571	stage	cursor_to_target_task_horizontal_low_gain_screen_5
90.3155	2.897	180631	stage	cursor_to_target_task_horizontal_high_gain_screen_1
93.213	2.3625	186426	stage	cursor_to_target_task_horizontal_high_gain_screen_2
95.576	1.782	191152	stage	cursor_to_target_task_horizontal_high_gain_screen_3
97.358	2.217	194716	stage	cursor_to_target_task_horizontal_high_gain_screen_4
99.5755	1.911	199151	stage	cursor_to_target_task_horizontal_high_gain_screen_5
103.175	2.3375	206350	stage	cursor_to_target_task_vertical_low_gain_screen_1
105.513	1.7835	211026	stage	cursor_to_target_task_vertical_low_gain_screen_2
107.2965	1.823	214593	stage	cursor_to_target_task_vertical_low_gain_screen_3
109.1195	1.8625	218239	stage	cursor_to_target_task_vertical_low_gain_screen_4
110.9825	1.995	221965	stage	cursor_to_target_task_vertical_low_gain_screen_5
113.641	2.4665	227282	stage	cursor_to_target_task_vertical_high_gain_screen_1
116.1085	1.9595	232217	stage	cursor_to_target_task_vertical_high_gain_screen_2
118.068	1.877	236136	stage	cursor_to_target_task_vertical_high_gain_screen_3
119.945	2.143	239890	stage	cursor_to_target_task_vertical_high_gain_screen_4
122.088	2.469	244176	stage	cursor_to_target_task_vertical_high_gain_screen_5
127.4455	6.6245	254891	stage	cursor_to_target_task_two_d_low_gain_screen_1
134.07	4.9155	268140	stage	cursor_to_target_task_two_d_low_gain_screen_2
139.697	4.9	279394	stage	cursor_to_target_task_two_d_high_gain_screen_1
144.597	3.88	289194	stage	cursor_to_target_task_two_d_high_gain_screen_2
152.104	6.9615	304208	stage	smooth_pursuit_task_low_gain_1
160.808	6.9645	321616	stage	smooth_pursuit_task_low_gain_2
168.722	6.9725	337444	stage	smooth_pursuit_task_high_gain_1
177.437	6.967	354874	stage	smooth_pursuit_task_high_gain_2
