onset	duration	sample	value	stage_name
31.193	17.9715	62386	stage	open_loop_task
51.033	1.1595	102066	stage	hold_neutral_wrist_angle
53.6295	2.5205	107259	stage	clockwise_wrist_circles
56.1505	1.733	112301	stage	counterclockwise_wrist_circles
57.884	2.295	115768	stage	flexions_and_extensions
60.179	1.913	120358	stage	ulnar_and_radial_deviations
71.132	1.9185	142264	stage	cursor_to_target_task_horizontal_low_gain_screen_1
73.051	1.791	146102	stage	cursor_to_target_task_horizontal_low_gain_screen_2
74.842	1.574	149684	stage	cursor_to_target_task_horizontal_low_gain_screen_3
76.416	1.814	152832	stage	cursor_to_target_task_horizontal_low_gain_screen_4
78.2305	1.6835	156461	stage	cursor_to_target_task_horizontal_low_gain_screen_5
81.0205	1.591	162041	stage	cursor_to_target_task_horizontal_high_gain_screen_1
82.612	1.499	165224	stage	cursor_to_target_task_horizontal_high_gain_screen_2
84.1115	1.653	168223	stage	cursor_to_target_task_horizontal_high_gain_screen_3
85.7645	1.4995	171529	stage	cursor_to_target_task_horizontal_high_gain_screen_4
87.2645	1.6165	174529	stage	cursor_to_target_task_horizontal_high_gain_screen_5
95.4375	1.85	190875	stage	cursor_to_target_task_vertical_low_gain_screen_1
97.288	1.6915	194576	stage	cursor_to_target_task_vertical_low_gain_screen_2
98.98	1.7815	197960	stage	cursor_to_target_task_vertical_low_gain_screen_3
100.7615	1.8065	201523	stage	cursor_to_target_task_vertical_low_gain_screen_4
102.5685	1.5705	205137	stage	cursor_to_target_task_vertical_low_gain_screen_5
105.588	2.008	211176	stage	cursor_to_target_task_vertical_high_gain_screen_1
107.5965	1.9315	215193	stage	cursor_to_target_task_vertical_high_gain_screen_2
109.5285	1.5005	219057	stage	cursor_to_target_task_vertical_high_gain_screen_3
111.0295	1.467	222059	stage	cursor_to_target_task_vertical_high_gain_screen_4
112.4965	2.481	224993	stage	cursor_to_target_task_vertical_high_gain_screen_5
119.082	5.9285	238164	stage	cursor_to_target_task_two_d_low_gain_screen_1
125.011	7.419	250022	stage	cursor_to_target_task_two_d_low_gain_screen_2
133.2005	5.277	266401	stage	cursor_to_target_task_two_d_high_gain_screen_1
138.478	4.509	276956	stage	cursor_to_target_task_two_d_high_gain_screen_2
147.2975	6.9565	294595	stage	smooth_pursuit_task_low_gain_1
155.999	6.974	311998	stage	smooth_pursuit_task_low_gain_2
165.542	6.9725	331084	stage	smooth_pursuit_task_high_gain_1
174.258	6.974	348516	stage	smooth_pursuit_task_high_gain_2
