onset	duration	sample	value	stage_name
141.196	154.808	282392	stage	open_loop_task
309.864	10.012	619728	stage	hold_neutral_wrist_angle
326.204	12.064	652408	stage	clockwise_wrist_circles
338.268	12.732	676536	stage	counterclockwise_wrist_circles
351	12.164	702000	stage	flexions_and_extensions
363.172	13.752	726344	stage	ulnar_and_radial_deviations
400.172	14.272	800344	stage	cursor_to_target_task_horizontal_low_gain_screen_1
414.444	14.904	828888	stage	cursor_to_target_task_horizontal_low_gain_screen_2
429.348	13.676	858696	stage	cursor_to_target_task_horizontal_low_gain_screen_3
443.024	12.256	886048	stage	cursor_to_target_task_horizontal_low_gain_screen_4
455.284	11.632	910568	stage	cursor_to_target_task_horizontal_low_gain_screen_5
473.532	16.1	947064	stage	cursor_to_target_task_horizontal_high_gain_screen_1
489.632	13.016	979264	stage	cursor_to_target_task_horizontal_high_gain_screen_2
502.652	12.68	1005304	stage	cursor_to_target_task_horizontal_high_gain_screen_3
515.332	13.86	1030664	stage	cursor_to_target_task_horizontal_high_gain_screen_4
529.196	13.156	1058392	stage	cursor_to_target_task_horizontal_high_gain_screen_5
565.996	21.248	1131992	stage	cursor_to_target_task_vertical_low_gain_screen_1
587.244	17.364	1174488	stage	cursor_to_target_task_vertical_low_gain_screen_2
604.608	14.248	1209216	stage	cursor_to_target_task_vertical_low_gain_screen_3
618.856	18.004	1237712	stage	cursor_to_target_task_vertical_low_gain_screen_4
636.86	20.432	1273720	stage	cursor_to_target_task_vertical_low_gain_screen_5
672.836	19.044	1345672	stage	cursor_to_target_task_vertical_high_gain_screen_1
691.88	13.996	1383760	stage	cursor_to_target_task_vertical_high_gain_screen_2
705.88	17.548	1411760	stage	cursor_to_target_task_vertical_high_gain_screen_3
723.432	16.996	1446864	stage	cursor_to_target_task_vertical_high_gain_screen_4
740.432	13.984	1480864	stage	cursor_to_target_task_vertical_high_gain_screen_5
776.816	57.008	1553632	stage	cursor_to_target_task_two_d_low_gain_screen_1
833.828	53.144	1667656	stage	cursor_to_target_task_two_d_low_gain_screen_2
893.544	34.696	1787088	stage	cursor_to_target_task_two_d_high_gain_screen_1
928.24	41.82	1856480	stage	cursor_to_target_task_two_d_high_gain_screen_2
984.092	60.008	1968184	stage	smooth_pursuit_task_low_gain_1
1059.16	59.992	2118320	stage	smooth_pursuit_task_low_gain_2
1125.672	60.004	2251344	stage	smooth_pursuit_task_high_gain_1
1200.732	59.992	2401464	stage	smooth_pursuit_task_high_gain_2
