onset	duration	sample	value	stage_name
94.328	155.976	188656	stage	open_loop_task
257.136	10.02	514272	stage	hold_neutral_wrist_angle
269.34	26.264	538680	stage	clockwise_wrist_circles
295.608	12.696	591216	stage	counterclockwise_wrist_circles
308.304	19.292	616608	stage	flexions_and_extensions
327.6	13.972	655200	stage	ulnar_and_radial_deviations
373.848	15.176	747696	stage	cursor_to_target_task_horizontal_low_gain_screen_1
389.032	16.328	778064	stage	cursor_to_target_task_horizontal_low_gain_screen_2
405.364	13.296	810728	stage	cursor_to_target_task_horizontal_low_gain_screen_3
418.66	15.068	837320	stage	cursor_to_target_task_horizontal_low_gain_screen_4
433.728	16.364	867456	stage	cursor_to_target_task_horizontal_low_gain_screen_5
456.608	16.168	913216	stage	cursor_to_target_task_horizontal_high_gain_screen_1
472.78	14.048	945560	stage	cursor_to_target_task_horizontal_high_gain_screen_2
486.828	14.928	973656	stage	cursor_to_target_task_horizontal_high_gain_screen_3
501.756	13.072	1003512	stage	cursor_to_target_task_horizontal_high_gain_screen_4
514.828	12.968	1029656	stage	cursor_to_target_task_horizontal_high_gain_screen_5
551.028	15.232	1102056	stage	cursor_to_target_task_vertical_low_gain_screen_1
566.26	15.204	1132520	stage	cursor_to_target_task_vertical_low_gain_screen_2
581.464	14.632	1162928	stage	cursor_to_target_task_vertical_low_gain_screen_3
596.096	17.108	1192192	stage	cursor_to_target_task_vertical_low_gain_screen_4
613.212	16.332	1226424	stage	cursor_to_target_task_vertical_low_gain_screen_5
635.768	19.608	1271536	stage	cursor_to_target_task_vertical_high_gain_screen_1
655.376	15.82	1310752	stage	cursor_to_target_task_vertical_high_gain_screen_2
671.196	15.272	1342392	stage	cursor_to_target_task_vertical_high_gain_screen_3
686.472	14.856	1372944	stage	cursor_to_target_task_vertical_high_gain_screen_4
701.332	13.728	1402664	stage	cursor_to_target_task_vertical_high_gain_screen_5
738.5	45.164	1477000	stage	cursor_to_target_task_two_d_low_gain_screen_1
783.664	40.564	1567328	stage	cursor_to_target_task_two_d_low_gain_screen_2
830.764	41.684	1661528	stage	cursor_to_target_task_two_d_high_gain_screen_1
872.448	36.78	1744896	stage	cursor_to_target_task_two_d_high_gain_screen_2
925.632	60.156	1851264	stage	smooth_pursuit_task_low_gain_1
1000.84	60.136	2001680	stage	smooth_pursuit_task_low_gain_2
1068.556	60.188	2137112	stage	smooth_pursuit_task_high_gain_1
1143.792	60.116	2287584	stage	smooth_pursuit_task_high_gain_2
