onset	duration	sample	value	stage_name
149.98	157.848	299960	stage	open_loop_task
315.7	10.016	631400	stage	hold_neutral_wrist_angle
328.536	10.72	657072	stage	clockwise_wrist_circles
339.26	10.672	678520	stage	counterclockwise_wrist_circles
349.936	10.94	699872	stage	flexions_and_extensions
360.876	10.78	721752	stage	ulnar_and_radial_deviations
393.996	20.048	787992	stage	cursor_to_target_task_horizontal_low_gain_screen_1
414.048	16.364	828096	stage	cursor_to_target_task_horizontal_low_gain_screen_2
430.412	15.9	860824	stage	cursor_to_target_task_horizontal_low_gain_screen_3
446.312	19.096	892624	stage	cursor_to_target_task_horizontal_low_gain_screen_4
465.408	17.008	930816	stage	cursor_to_target_task_horizontal_low_gain_screen_5
488.46	19.772	976920	stage	cursor_to_target_task_horizontal_high_gain_screen_1
508.236	21.928	1016472	stage	cursor_to_target_task_horizontal_high_gain_screen_2
530.168	17.552	1060336	stage	cursor_to_target_task_horizontal_high_gain_screen_3
547.72	23.116	1095440	stage	cursor_to_target_task_horizontal_high_gain_screen_4
570.836	20.912	1141672	stage	cursor_to_target_task_horizontal_high_gain_screen_5
603.052	16.568	1206104	stage	cursor_to_target_task_vertical_low_gain_screen_1
619.62	16.372	1239240	stage	cursor_to_target_task_vertical_low_gain_screen_2
635.992	15.064	1271984	stage	cursor_to_target_task_vertical_low_gain_screen_3
651.056	16.92	1302112	stage	cursor_to_target_task_vertical_low_gain_screen_4
667.976	15.464	1335952	stage	cursor_to_target_task_vertical_low_gain_screen_5
689.532	16.792	1379064	stage	cursor_to_target_task_vertical_high_gain_screen_1
706.328	18.816	1412656	stage	cursor_to_target_task_vertical_high_gain_screen_2
725.144	18.716	1450288	stage	cursor_to_target_task_vertical_high_gain_screen_3
743.864	19.948	1487728	stage	cursor_to_target_task_vertical_high_gain_screen_4
763.812	14.128	1527624	stage	cursor_to_target_task_vertical_high_gain_screen_5
796.472	41.46	1592944	stage	cursor_to_target_task_two_d_low_gain_screen_1
837.94	38.444	1675880	stage	cursor_to_target_task_two_d_low_gain_screen_2
883.116	40.64	1766232	stage	cursor_to_target_task_two_d_high_gain_screen_1
923.756	37.968	1847512	stage	cursor_to_target_task_two_d_high_gain_screen_2
974.932	60.136	1949864	stage	smooth_pursuit_task_low_gain_1
1050.108	60.148	2100216	stage	smooth_pursuit_task_low_gain_2
1118.432	60.152	2236864	stage	smooth_pursuit_task_high_gain_1
1193.628	60.152	2387256	stage	smooth_pursuit_task_high_gain_2
