onset	duration	sample	value	stage_name
189.584	154.112	379168	stage	open_loop_task
349.916	10.016	699832	stage	hold_neutral_wrist_angle
367	11.212	734000	stage	clockwise_wrist_circles
378.212	11.364	756424	stage	counterclockwise_wrist_circles
389.576	10.824	779152	stage	flexions_and_extensions
400.4	10.816	800800	stage	ulnar_and_radial_deviations
459.18	19.12	918360	stage	cursor_to_target_task_horizontal_low_gain_screen_1
478.3	17.252	956600	stage	cursor_to_target_task_horizontal_low_gain_screen_2
495.556	14.232	991112	stage	cursor_to_target_task_horizontal_low_gain_screen_3
509.788	16.852	1019576	stage	cursor_to_target_task_horizontal_low_gain_screen_4
526.64	20.772	1053280	stage	cursor_to_target_task_horizontal_low_gain_screen_5
554.4	18.852	1108800	stage	cursor_to_target_task_horizontal_high_gain_screen_1
573.256	22.976	1146512	stage	cursor_to_target_task_horizontal_high_gain_screen_2
596.232	19.156	1192464	stage	cursor_to_target_task_horizontal_high_gain_screen_3
615.388	19.548	1230776	stage	cursor_to_target_task_horizontal_high_gain_screen_4
634.94	14.112	1269880	stage	cursor_to_target_task_horizontal_high_gain_screen_5
667.076	17.96	1334152	stage	cursor_to_target_task_vertical_low_gain_screen_1
685.04	16.616	1370080	stage	cursor_to_target_task_vertical_low_gain_screen_2
701.66	13.24	1403320	stage	cursor_to_target_task_vertical_low_gain_screen_3
714.904	17.484	1429808	stage	cursor_to_target_task_vertical_low_gain_screen_4
732.388	16.244	1464776	stage	cursor_to_target_task_vertical_low_gain_screen_5
754.588	17.372	1509176	stage	cursor_to_target_task_vertical_high_gain_screen_1
771.964	22.524	1543928	stage	cursor_to_target_task_vertical_high_gain_screen_2
794.488	18.084	1588976	stage	cursor_to_target_task_vertical_high_gain_screen_3
812.576	16.276	1625152	stage	cursor_to_target_task_vertical_high_gain_screen_4
828.852	15.996	1657704	stage	cursor_to_target_task_vertical_high_gain_screen_5
864.688	58.868	1729376	stage	cursor_to_target_task_two_d_low_gain_screen_1
923.556	42.652	1847112	stage	cursor_to_target_task_two_d_low_gain_screen_2
972.28	52.316	1944560	stage	cursor_to_target_task_two_d_high_gain_screen_1
1024.6	43.136	2049200	stage	cursor_to_target_task_two_d_high_gain_screen_2
1094.412	60.116	2188824	stage	smooth_pursuit_task_low_gain_1
1169.56	60.12	2339120	stage	smooth_pursuit_task_low_gain_2
1236.528	60.116	2473056	stage	smooth_pursuit_task_high_gain_1
1311.684	60.124	2623368	stage	smooth_pursuit_task_high_gain_2
