onset	duration	sample	value	stage_name
32.632	18.7945	65264	stage	open_loop_task
52.74	1.1615	105480	stage	hold_neutral_wrist_angle
54.5765	1.454	109153	stage	clockwise_wrist_circles
56.0305	1.5455	112061	stage	counterclockwise_wrist_circles
57.5765	1.6415	115153	stage	flexions_and_extensions
59.2185	1.6445	118437	stage	ulnar_and_radial_deviations
69.227	2.2925	138454	stage	cursor_to_target_task_horizontal_low_gain_screen_1
71.52	2.0075	143040	stage	cursor_to_target_task_horizontal_low_gain_screen_2
73.5275	1.9415	147055	stage	cursor_to_target_task_horizontal_low_gain_screen_3
75.4695	2.4465	150939	stage	cursor_to_target_task_horizontal_low_gain_screen_4
77.916	3.028	155832	stage	cursor_to_target_task_horizontal_low_gain_screen_5
81.902	3.025	163804	stage	cursor_to_target_task_horizontal_high_gain_screen_1
84.9275	2.2935	169855	stage	cursor_to_target_task_horizontal_high_gain_screen_2
87.221	2.011	174442	stage	cursor_to_target_task_horizontal_high_gain_screen_3
89.2325	2.675	178465	stage	cursor_to_target_task_horizontal_high_gain_screen_4
91.9075	2.7735	183815	stage	cursor_to_target_task_horizontal_high_gain_screen_5
96.591	2.1145	193182	stage	cursor_to_target_task_vertical_low_gain_screen_1
98.706	2.268	197412	stage	cursor_to_target_task_vertical_low_gain_screen_2
100.974	2.4225	201948	stage	cursor_to_target_task_vertical_low_gain_screen_3
103.3965	2.1115	206793	stage	cursor_to_target_task_vertical_low_gain_screen_4
105.508	1.9	211016	stage	cursor_to_target_task_vertical_low_gain_screen_5
108.1305	2.3025	216261	stage	cursor_to_target_task_vertical_high_gain_screen_1
110.433	2.1615	220866	stage	cursor_to_target_task_vertical_high_gain_screen_2
112.5945	2.1475	225189	stage	cursor_to_target_task_vertical_high_gain_screen_3
114.743	2.0145	229486	stage	cursor_to_target_task_vertical_high_gain_screen_4
116.758	1.9505	233516	stage	cursor_to_target_task_vertical_high_gain_screen_5
120.9695	5.6535	241939	stage	cursor_to_target_task_two_d_low_gain_screen_1
126.623	5.4215	253246	stage	cursor_to_target_task_two_d_low_gain_screen_2
132.8555	5.731	265711	stage	cursor_to_target_task_two_d_high_gain_screen_1
138.5865	5.6965	277173	stage	cursor_to_target_task_two_d_high_gain_screen_2
146.592	6.9915	293184	stage	smooth_pursuit_task_low_gain_1
155.3115	6.91	310623	stage	smooth_pursuit_task_low_gain_2
162.946	7.051	325892	stage	smooth_pursuit_task_high_gain_1
171.761	6.973	343522	stage	smooth_pursuit_task_high_gain_2
