onset	duration	sample	value	stage_name
9.5265	18.1445	19053	stage	open_loop_task
28.45	1.1615	56900	stage	hold_neutral_wrist_angle
29.914	1.263	59828	stage	clockwise_wrist_circles
31.177	1.2355	62354	stage	counterclockwise_wrist_circles
32.413	1.3305	64826	stage	flexions_and_extensions
33.7435	1.5155	67487	stage	ulnar_and_radial_deviations
36.9635	1.7445	73927	stage	cursor_to_target_task_horizontal_low_gain_screen_1
38.7085	1.9245	77417	stage	cursor_to_target_task_horizontal_low_gain_screen_2
40.633	2.0615	81266	stage	cursor_to_target_task_horizontal_low_gain_screen_3
42.695	1.727	85390	stage	cursor_to_target_task_horizontal_low_gain_screen_4
44.4225	1.864	88845	stage	cursor_to_target_task_horizontal_low_gain_screen_5
46.927	2.1055	93854	stage	cursor_to_target_task_horizontal_high_gain_screen_1
49.0325	1.435	98065	stage	cursor_to_target_task_horizontal_high_gain_screen_2
50.4675	1.682	100935	stage	cursor_to_target_task_horizontal_high_gain_screen_3
52.15	2.3385	104300	stage	cursor_to_target_task_horizontal_high_gain_screen_4
54.4885	2.0355	108977	stage	cursor_to_target_task_horizontal_high_gain_screen_5
58.8245	2.102	117649	stage	cursor_to_target_task_vertical_low_gain_screen_1
60.9265	1.6025	121853	stage	cursor_to_target_task_vertical_low_gain_screen_2
62.5295	2.161	125059	stage	cursor_to_target_task_vertical_low_gain_screen_3
64.691	1.869	129382	stage	cursor_to_target_task_vertical_low_gain_screen_4
66.56	2.1815	133120	stage	cursor_to_target_task_vertical_low_gain_screen_5
69.3975	1.8735	138795	stage	cursor_to_target_task_vertical_high_gain_screen_1
71.2715	1.942	142543	stage	cursor_to_target_task_vertical_high_gain_screen_2
73.214	2.354	146428	stage	cursor_to_target_task_vertical_high_gain_screen_3
75.568	2.4065	151136	stage	cursor_to_target_task_vertical_high_gain_screen_4
77.975	2.044	155950	stage	cursor_to_target_task_vertical_high_gain_screen_5
83.18	4.241	166360	stage	cursor_to_target_task_two_d_low_gain_screen_1
87.4215	4.5715	174843	stage	cursor_to_target_task_two_d_low_gain_screen_2
92.6685	4.289	185337	stage	cursor_to_target_task_two_d_high_gain_screen_1
96.9575	4.7675	193915	stage	cursor_to_target_task_two_d_high_gain_screen_2
103.2055	6.9865	206411	stage	smooth_pursuit_task_low_gain_1
111.935	6.968	223870	stage	smooth_pursuit_task_low_gain_2
119.5735	6.9725	239147	stage	smooth_pursuit_task_high_gain_1
128.2865	6.982	256573	stage	smooth_pursuit_task_high_gain_2
