onset	duration	sample	value	stage_name
10.198	17.8635	20396	stage	open_loop_task
28.748	1.1615	57496	stage	hold_neutral_wrist_angle
30.796	1.237	61592	stage	clockwise_wrist_circles
32.033	1.2225	64066	stage	counterclockwise_wrist_circles
33.2555	1.266	66511	stage	flexions_and_extensions
34.5215	1.229	69043	stage	ulnar_and_radial_deviations
37.6915	2.1315	75383	stage	cursor_to_target_task_horizontal_low_gain_screen_1
39.8235	1.5985	79647	stage	cursor_to_target_task_horizontal_low_gain_screen_2
41.422	1.708	82844	stage	cursor_to_target_task_horizontal_low_gain_screen_3
43.1305	1.9015	86261	stage	cursor_to_target_task_horizontal_low_gain_screen_4
45.032	1.581	90064	stage	cursor_to_target_task_horizontal_low_gain_screen_5
47.4275	1.6275	94855	stage	cursor_to_target_task_horizontal_high_gain_screen_1
49.055	1.4745	98110	stage	cursor_to_target_task_horizontal_high_gain_screen_2
50.5295	1.6205	101059	stage	cursor_to_target_task_horizontal_high_gain_screen_3
52.1505	1.8035	104301	stage	cursor_to_target_task_horizontal_high_gain_screen_4
53.9545	1.976	107909	stage	cursor_to_target_task_horizontal_high_gain_screen_5
63.6325	2.2105	127265	stage	cursor_to_target_task_vertical_low_gain_screen_1
65.843	2.0515	131686	stage	cursor_to_target_task_vertical_low_gain_screen_2
67.895	1.76	135790	stage	cursor_to_target_task_vertical_low_gain_screen_3
69.6555	1.7115	139311	stage	cursor_to_target_task_vertical_low_gain_screen_4
71.367	1.5395	142734	stage	cursor_to_target_task_vertical_low_gain_screen_5
73.963	1.6845	147926	stage	cursor_to_target_task_vertical_high_gain_screen_1
75.6475	1.441	151295	stage	cursor_to_target_task_vertical_high_gain_screen_2
77.0885	1.7695	154177	stage	cursor_to_target_task_vertical_high_gain_screen_3
78.858	1.874	157716	stage	cursor_to_target_task_vertical_high_gain_screen_4
80.732	1.5975	161464	stage	cursor_to_target_task_vertical_high_gain_screen_5
84.7975	5.1415	169595	stage	cursor_to_target_task_two_d_low_gain_screen_1
89.939	4.6965	179878	stage	cursor_to_target_task_two_d_low_gain_screen_2
95.327	4.1865	190654	stage	cursor_to_target_task_two_d_high_gain_screen_1
99.5135	3.6965	199027	stage	cursor_to_target_task_two_d_high_gain_screen_2
105.1425	6.976	210285	stage	smooth_pursuit_task_low_gain_1
113.864	6.9795	227728	stage	smooth_pursuit_task_low_gain_2
122.021	6.975	244042	stage	smooth_pursuit_task_high_gain_1
130.738	6.961	261476	stage	smooth_pursuit_task_high_gain_2
