onset	duration	sample	value	stage_name
9.8375	17.975	19675	stage	open_loop_task
28.673	1.1605	57346	stage	hold_neutral_wrist_angle
30.1035	1.5905	60207	stage	clockwise_wrist_circles
31.694	1.2705	63388	stage	counterclockwise_wrist_circles
32.965	1.687	65930	stage	flexions_and_extensions
34.6525	1.578	69305	stage	ulnar_and_radial_deviations
37.6785	1.6285	75357	stage	cursor_to_target_task_horizontal_low_gain_screen_1
39.3075	1.76	78615	stage	cursor_to_target_task_horizontal_low_gain_screen_2
41.0965	1.5635	82193	stage	cursor_to_target_task_horizontal_low_gain_screen_3
42.66	1.694	85320	stage	cursor_to_target_task_horizontal_low_gain_screen_4
44.3545	1.6275	88709	stage	cursor_to_target_task_horizontal_low_gain_screen_5
46.621	1.759	93242	stage	cursor_to_target_task_horizontal_high_gain_screen_1
48.3805	1.709	96761	stage	cursor_to_target_task_horizontal_high_gain_screen_2
50.09	1.805	100180	stage	cursor_to_target_task_horizontal_high_gain_screen_3
51.895	1.622	103790	stage	cursor_to_target_task_horizontal_high_gain_screen_4
53.517	1.7135	107034	stage	cursor_to_target_task_horizontal_high_gain_screen_5
56.76	1.8505	113520	stage	cursor_to_target_task_vertical_low_gain_screen_1
58.611	1.64	117222	stage	cursor_to_target_task_vertical_low_gain_screen_2
60.2515	1.8905	120503	stage	cursor_to_target_task_vertical_low_gain_screen_3
62.142	1.341	124284	stage	cursor_to_target_task_vertical_low_gain_screen_4
63.483	1.512	126966	stage	cursor_to_target_task_vertical_low_gain_screen_5
65.7485	1.9135	131497	stage	cursor_to_target_task_vertical_high_gain_screen_1
67.662	1.6085	135324	stage	cursor_to_target_task_vertical_high_gain_screen_2
69.2705	1.7365	138541	stage	cursor_to_target_task_vertical_high_gain_screen_3
71.007	1.522	142014	stage	cursor_to_target_task_vertical_high_gain_screen_4
72.53	1.752	145060	stage	cursor_to_target_task_vertical_high_gain_screen_5
76.3955	5.721	152791	stage	cursor_to_target_task_two_d_low_gain_screen_1
82.117	4.849	164234	stage	cursor_to_target_task_two_d_low_gain_screen_2
87.6235	4.522	175247	stage	cursor_to_target_task_two_d_high_gain_screen_1
92.1455	4.0595	184291	stage	cursor_to_target_task_two_d_high_gain_screen_2
97.5905	7	195181	stage	smooth_pursuit_task_low_gain_1
106.3305	6.951	212661	stage	smooth_pursuit_task_low_gain_2
113.9445	6.9705	227889	stage	smooth_pursuit_task_high_gain_1
122.6575	6.9615	245315	stage	smooth_pursuit_task_high_gain_2
