onset	duration	sample	value	stage_name
260.228	162.552	520456	stage	open_loop_task
432.256	10.012	864512	stage	hold_neutral_wrist_angle
444.648	12.128	889296	stage	clockwise_wrist_circles
456.776	11.28	913552	stage	counterclockwise_wrist_circles
468.056	28.492	936112	stage	flexions_and_extensions
496.548	19.144	993096	stage	ulnar_and_radial_deviations
592.384	24.156	1184768	stage	cursor_to_target_task_horizontal_low_gain_screen_1
616.544	26.06	1233088	stage	cursor_to_target_task_horizontal_low_gain_screen_2
642.608	22.048	1285216	stage	cursor_to_target_task_horizontal_low_gain_screen_3
664.656	19.748	1329312	stage	cursor_to_target_task_horizontal_low_gain_screen_4
684.408	18.912	1368816	stage	cursor_to_target_task_horizontal_low_gain_screen_5
709.9	23.336	1419800	stage	cursor_to_target_task_horizontal_high_gain_screen_1
733.236	29.368	1466472	stage	cursor_to_target_task_horizontal_high_gain_screen_2
762.608	22.18	1525216	stage	cursor_to_target_task_horizontal_high_gain_screen_3
784.792	19.204	1569584	stage	cursor_to_target_task_horizontal_high_gain_screen_4
803.996	18.48	1607992	stage	cursor_to_target_task_horizontal_high_gain_screen_5
837.668	20.588	1675336	stage	cursor_to_target_task_vertical_low_gain_screen_1
858.256	26.632	1716512	stage	cursor_to_target_task_vertical_low_gain_screen_2
884.892	15.508	1769784	stage	cursor_to_target_task_vertical_low_gain_screen_3
900.408	19.564	1800816	stage	cursor_to_target_task_vertical_low_gain_screen_4
919.972	17.568	1839944	stage	cursor_to_target_task_vertical_low_gain_screen_5
946.636	17.016	1893272	stage	cursor_to_target_task_vertical_high_gain_screen_1
963.656	14.568	1927312	stage	cursor_to_target_task_vertical_high_gain_screen_2
978.224	14.368	1956448	stage	cursor_to_target_task_vertical_high_gain_screen_3
992.596	14.028	1985192	stage	cursor_to_target_task_vertical_high_gain_screen_4
1006.624	15.016	2013248	stage	cursor_to_target_task_vertical_high_gain_screen_5
1072.28	99.044	2144560	stage	cursor_to_target_task_two_d_low_gain_screen_1
1171.324	81.216	2342648	stage	cursor_to_target_task_two_d_low_gain_screen_2
1259.404	85.836	2518808	stage	cursor_to_target_task_two_d_high_gain_screen_1
1345.244	86.644	2690488	stage	cursor_to_target_task_two_d_high_gain_screen_2
1456.748	60.152	2913496	stage	smooth_pursuit_task_low_gain_1
1531.948	60.112	3063896	stage	smooth_pursuit_task_low_gain_2
1601.352	60.136	3202704	stage	smooth_pursuit_task_high_gain_1
1676.532	60.124	3353064	stage	smooth_pursuit_task_high_gain_2
