onset	duration	sample	value	stage_name
210.324	164.584	420648	stage	open_loop_task
387.364	10.016	774728	stage	hold_neutral_wrist_angle
401.064	11.372	802128	stage	clockwise_wrist_circles
412.44	10.912	824880	stage	counterclockwise_wrist_circles
423.356	13.732	846712	stage	flexions_and_extensions
437.088	10.696	874176	stage	ulnar_and_radial_deviations
561.232	29.784	1122464	stage	cursor_to_target_task_horizontal_low_gain_screen_1
591.016	22.852	1182032	stage	cursor_to_target_task_horizontal_low_gain_screen_2
613.872	15.512	1227744	stage	cursor_to_target_task_horizontal_low_gain_screen_3
629.384	16.504	1258768	stage	cursor_to_target_task_horizontal_low_gain_screen_4
645.888	15.78	1291776	stage	cursor_to_target_task_horizontal_low_gain_screen_5
668.228	19.856	1336456	stage	cursor_to_target_task_horizontal_high_gain_screen_1
688.084	18.488	1376168	stage	cursor_to_target_task_horizontal_high_gain_screen_2
706.572	17.016	1413144	stage	cursor_to_target_task_horizontal_high_gain_screen_3
723.588	17.492	1447176	stage	cursor_to_target_task_horizontal_high_gain_screen_4
741.08	17.82	1482160	stage	cursor_to_target_task_horizontal_high_gain_screen_5
775.12	21.912	1550240	stage	cursor_to_target_task_vertical_low_gain_screen_1
797.032	22.368	1594064	stage	cursor_to_target_task_vertical_low_gain_screen_2
819.404	19.2	1638808	stage	cursor_to_target_task_vertical_low_gain_screen_3
838.604	18.552	1677208	stage	cursor_to_target_task_vertical_low_gain_screen_4
857.156	16.54	1714312	stage	cursor_to_target_task_vertical_low_gain_screen_5
880.828	24.844	1761656	stage	cursor_to_target_task_vertical_high_gain_screen_1
905.672	21.832	1811344	stage	cursor_to_target_task_vertical_high_gain_screen_2
927.504	20.064	1855008	stage	cursor_to_target_task_vertical_high_gain_screen_3
947.572	18.716	1895144	stage	cursor_to_target_task_vertical_high_gain_screen_4
966.288	21.58	1932576	stage	cursor_to_target_task_vertical_high_gain_screen_5
1007.096	73.056	2014192	stage	cursor_to_target_task_two_d_low_gain_screen_1
1080.156	54.212	2160312	stage	cursor_to_target_task_two_d_low_gain_screen_2
1141.312	77.908	2282624	stage	cursor_to_target_task_two_d_high_gain_screen_1
1219.22	57.016	2438440	stage	cursor_to_target_task_two_d_high_gain_screen_2
1290.416	60.112	2580832	stage	smooth_pursuit_task_low_gain_1
1365.564	60.12	2731128	stage	smooth_pursuit_task_low_gain_2
1436.136	60.136	2872272	stage	smooth_pursuit_task_high_gain_1
1511.312	60.14	3022624	stage	smooth_pursuit_task_high_gain_2
