onset	duration	sample	value	stage_name
30.8695	18.217	61739	stage	open_loop_task
50.162	1.1625	100324	stage	hold_neutral_wrist_angle
51.828	1.2745	103656	stage	clockwise_wrist_circles
53.1025	1.2825	106205	stage	counterclockwise_wrist_circles
54.385	1.2735	108770	stage	flexions_and_extensions
55.659	1.286	111318	stage	ulnar_and_radial_deviations
65.2475	2.118	130495	stage	cursor_to_target_task_horizontal_low_gain_screen_1
67.366	1.917	134732	stage	cursor_to_target_task_horizontal_low_gain_screen_2
69.283	1.3955	138566	stage	cursor_to_target_task_horizontal_low_gain_screen_3
70.6785	1.365	141357	stage	cursor_to_target_task_horizontal_low_gain_screen_4
72.044	1.8715	144088	stage	cursor_to_target_task_horizontal_low_gain_screen_5
74.6055	2.1615	149211	stage	cursor_to_target_task_horizontal_high_gain_screen_1
76.7675	2.1195	153535	stage	cursor_to_target_task_horizontal_high_gain_screen_2
78.887	2.1875	157774	stage	cursor_to_target_task_horizontal_high_gain_screen_3
81.075	1.92	162150	stage	cursor_to_target_task_horizontal_high_gain_screen_4
82.995	1.883	165990	stage	cursor_to_target_task_horizontal_high_gain_screen_5
90.0925	1.983	180185	stage	cursor_to_target_task_vertical_low_gain_screen_1
92.0755	1.7645	184151	stage	cursor_to_target_task_vertical_low_gain_screen_2
93.8405	1.5365	187681	stage	cursor_to_target_task_vertical_low_gain_screen_3
95.3775	1.7455	190755	stage	cursor_to_target_task_vertical_low_gain_screen_4
97.1235	1.6645	194247	stage	cursor_to_target_task_vertical_low_gain_screen_5
99.4825	2.0265	198965	stage	cursor_to_target_task_vertical_high_gain_screen_1
101.509	1.7005	203018	stage	cursor_to_target_task_vertical_high_gain_screen_2
103.21	1.8505	206420	stage	cursor_to_target_task_vertical_high_gain_screen_3
105.0605	1.9105	210121	stage	cursor_to_target_task_vertical_high_gain_screen_4
106.9715	1.798	213943	stage	cursor_to_target_task_vertical_high_gain_screen_5
113.5365	7.72	227073	stage	cursor_to_target_task_two_d_low_gain_screen_1
121.257	7.179	242514	stage	cursor_to_target_task_two_d_low_gain_screen_2
129.074	7.7615	258148	stage	cursor_to_target_task_two_d_high_gain_screen_1
136.8355	7.823	273671	stage	cursor_to_target_task_two_d_high_gain_screen_2
149.3455	6.9845	298691	stage	smooth_pursuit_task_low_gain_1
158.072	6.977	316144	stage	smooth_pursuit_task_low_gain_2
165.7635	6.9665	331527	stage	smooth_pursuit_task_high_gain_1
174.4755	6.9695	348951	stage	smooth_pursuit_task_high_gain_2
